"","V1"
"1869","Hapalemur aureus"
"1870","Hapalemur griseus"
"1871","Hapalemur meridionalis"
"1872","Hapalemur occidentalis"
"1873","Hapalomys delacouri"
"1874","Hapalomys longicaudatus"
"1875","Haplonycteris fischeri"
"1876","Harpiocephalus harpia"
"1877","Harpiola grisea"
"1878","Harpiola isodon"
"1879","Harpyionycteris celebensis"
"1880","Harpyionycteris whiteheadi"
"1881","Heimyscus fumosus"
"1882","Helarctos malayanus"
"1883","Heliophobius argenteocinereus"
"1884","Heliosciurus gambianus"
"1885","Heliosciurus mutabilis"
"1886","Heliosciurus punctatus"
"1887","Heliosciurus rufobrachium"
"1888","Heliosciurus ruwenzorii"
"1889","Heliosciurus undulatus"
"1890","Helogale hirtula"
"1891","Helogale parvula"
"1892","Hemibelideus lemuroides"
"1893","Hemicentetes nigriceps"
"1894","Hemicentetes semispinosus"
"1895","Hemiechinus auritus"
"1896","Hemiechinus collaris"
"1897","Hemigalus derbyanus"
"1898","Hemitragus jemlahicus"
"1899","Herpailurus yagouaroundi"
"1900","Herpestes auropunctatus"
"1901","Herpestes brachyurus"
"1902","Herpestes edwardsii"
"1903","Herpestes flavescens"
"1904","Herpestes fuscus"
"1905","Herpestes ichneumon"
"1906","Herpestes javanicus"
"1907","Herpestes naso"
"1908","Herpestes ochraceus"
"1909","Herpestes pulverulentus"
"1910","Herpestes sanguineus"
"1911","Herpestes semitorquatus"
"1912","Herpestes smithii"
"1913","Herpestes urva"
"1914","Herpestes vitticollis"
"1915","Hesperoptenus blanfordi"
"1916","Hesperoptenus doriae"
"1917","Hesperoptenus gaskelli"
"1918","Hesperoptenus tickelli"
"1919","Hesperoptenus tomesi"
"1920","Heterocephalus glaber"
"1921","Heterogeomys cherriei"
"1922","Heterogeomys cherriei ssp. matagalpae"
"1923","Heterogeomys dariensis"
"1924","Heterogeomys dariensis ssp. thaeleri"
"1925","Heterogeomys lanius"
"1926","Heterohyrax brucei"
"1927","Heteromys adspersus"
"1928","Heteromys anomalus"
"1929","Heteromys australis"
"1930","Heteromys desmarestianus"
"1931","Heteromys gaumeri"
"1932","Heteromys irroratus"
"1933","Heteromys nelsoni"
"1934","Heteromys oasicus"
"1935","Heteromys oresterus"
"1936","Heteromys pictus"
"1937","Heteromys salvini"
"1938","Heteromys spectabilis"
"1939","Heteromys teleus"
"1940","Hippocamelus antisensis"
"1941","Hippocamelus bisulcus"
"1942","Hippopotamus amphibius"
"1943","Hipposideros abae"
"1944","Hipposideros armiger"
"1945","Hipposideros ater"
"1946","Hipposideros atrox"
"1947","Hipposideros beatus"
"1948","Hipposideros bicolor"
"1949","Hipposideros boeadii"
"1950","Hipposideros breviceps"
"1951","Hipposideros caffer"
"1952","Hipposideros calcaratus"
"1953","Hipposideros camerunensis"
"1954","Hipposideros cervinus"
"1955","Hipposideros cineraceus"
"1956","Hipposideros commersoni"
"1957","Hipposideros coronatus"
"1958","Hipposideros corynophyllus"
"1959","Hipposideros coxi"
"1960","Hipposideros crumeniferus"
"1961","Hipposideros curtus"
"1962","Hipposideros cyclops"
"1963","Hipposideros demissus"
"1964","Hipposideros diadema"
"1965","Hipposideros dinops"
"1966","Hipposideros doriae"
"1967","Hipposideros durgadasi"
"1968","Hipposideros dyacorum"
"1969","Hipposideros edwardshilli"
"1970","Hipposideros einnaythu"
"1971","Hipposideros fuliginosus"
"1972","Hipposideros fulvus"
"1973","Hipposideros galeritus"
"1974","Hipposideros gigas"
"1975","Hipposideros grandis"
"1976","Hipposideros halophyllus"
"1977","Hipposideros hypophyllus"
"1978","Hipposideros inexpectatus"
"1979","Hipposideros inornatus"
"1980","Hipposideros jonesi"
"1981","Hipposideros khaokhouayensis"
"1982","Hipposideros khasiana"
"1983","Hipposideros lamottei"
"1984","Hipposideros lankadiva"
"1985","Hipposideros larvatus"
"1986","Hipposideros lekaguli"
"1987","Hipposideros lylei"
"1988","Hipposideros macrobullatus"
"1989","Hipposideros madurae"
"1990","Hipposideros maggietaylorae"
"1991","Hipposideros marisae"
"1992","Hipposideros megalotis"
"1993","Hipposideros muscinus"
"1994","Hipposideros nequam"
"1995","Hipposideros obscurus"
"1996","Hipposideros orbiculus"
"1997","Hipposideros papua"
"1998","Hipposideros pelingensis"
"1999","Hipposideros pomona"
"2000","Hipposideros pratti"
"2001","Hipposideros pygmaeus"
"2002","Hipposideros ridleyi"
"2003","Hipposideros rotalis"
"2004","Hipposideros ruber"
"2005","Hipposideros scutinares"
"2006","Hipposideros semoni"
"2007","Hipposideros sorenseni"
"2008","Hipposideros speoris"
"2009","Hipposideros stenotis"
"2010","Hipposideros sumbae"
"2011","Hipposideros tephrus"
"2012","Hipposideros thomensis"
"2013","Hipposideros turpis"
"2014","Hipposideros vittatus"
"2015","Hipposideros wollastoni"
"2016","Hippotragus equinus"
"2017","Hippotragus niger"
"2018","Histiotus alienus"
"2019","Histiotus humboldti"
"2020","Histiotus laephotis"
"2021","Histiotus macrotus"
"2022","Histiotus magellanicus"
"2023","Histiotus montanus"
"2024","Histiotus velatus"
"2025","Hodomys alleni"
"2026","Holochilus brasiliensis"
"2027","Holochilus chacarius"
"2028","Holochilus sciureus"
"2029","Hoolock hoolock"
"2030","Hoolock leuconedys"
"2031","Hoplomys gymnurus"
"2032","Huetia leucorhina"
"2033","Hyaena hyaena"
"2034","Hybomys badius"
"2035","Hybomys basilii"
"2036","Hybomys eisentrauti"
"2037","Hybomys lunaris"
"2038","Hybomys planifrons"
"2039","Hybomys trivirgatus"
"2040","Hybomys univittatus"
"2041","Hydrictis maculicollis"
"2042","Hydrochoerus hydrochaeris"
"2043","Hydrochoerus isthmius"
"2044","Hydromys chrysogaster"
"2045","Hydromys hussoni"
"2046","Hydromys neobritannicus"
"2047","Hydromys ziegleri"
"2048","Hydropotes inermis"
"2049","Hyemoschus aquaticus"
"2050","Hyladelphys kalinowskii"
"2051","Hylaeamys acritus"
"2052","Hylaeamys laticeps"
"2053","Hylaeamys megacephalus"
"2054","Hylaeamys oniscus"
"2055","Hylaeamys perenensis"
"2056","Hylaeamys tatei"
"2057","Hylaeamys yunganus"
"2058","Hylobates agilis"
"2059","Hylobates albibarbis"
"2060","Hylobates klossii"
"2061","Hylobates lar"
"2062","Hylobates moloch"
"2063","Hylobates muelleri"
"2064","Hylobates pileatus"
"2065","Hylochoerus meinertzhageni"
"2066","Hylomys megalotis"
"2067","Hylomys parvus"
"2068","Hylomys suillus"
"2069","Hylomyscus aeta"
"2070","Hylomyscus alleni"
"2071","Hylomyscus anselli"
"2072","Hylomyscus arcimontensis"
"2073","Hylomyscus baeri"
"2074","Hylomyscus carillus"
"2075","Hylomyscus denniae"
"2076","Hylomyscus endorobae"
"2077","Hylomyscus grandis"
"2078","Hylomyscus heinrichorum"
"2079","Hylomyscus kerbispeterhansi"
"2080","Hylomyscus pamfi"
"2081","Hylomyscus parvus"
"2082","Hylomyscus stella"
"2083","Hylomyscus vulcanorum"
"2084","Hylomyscus walterverheyeni"
"2085","Hylonycteris underwoodi"
"2086","Hylopetes alboniger"
"2087","Hylopetes bartelsi"
"2088","Hylopetes nigripes"
"2089","Hylopetes phayrei"
"2090","Hylopetes platyurus"
"2091","Hylopetes sagitta"
"2092","Hylopetes sipora"
"2093","Hylopetes spadiceus"
"2094","Hylopetes winstoni"
"2095","Hyomys dammermani"
"2096","Hyomys goliath"
"2097","Hyorhinomys stuempkei"
"2098","Hyosciurus heinrichi"
"2099","Hyosciurus ileile"
"2100","Hyperacrius fertilis"
"2101","Hyperacrius wynnei"
"2102","Hypogeomys antimena"
"2103","Hypsignathus monstrosus"
"2104","Hypsiprymnodon moschatus"
"2105","Hypsugo anthonyi"
"2106","Hypsugo bemainty"
"2107","Hypsugo joffrei"
"2108","Hypsugo kitcheneri"
"2109","Hypsugo lophurus"
"2110","Hypsugo macrotis"
"2111","Hypsugo savii"
"2112","Hypsugo vordermanni"
"2113","Hystrix africaeaustralis"
"2114","Hystrix brachyura"
"2115","Hystrix crassispinis"
"2116","Hystrix cristata"
"2117","Hystrix indica"
"2118","Hystrix javanica"
"2119","Hystrix pumila"
"2120","Hystrix sumatrae"
"2121","Ia io"
"2122","Ichneumia albicauda"
"2123","Ichthyomys hydrobates"
"2124","Ichthyomys pittieri"
"2125","Ichthyomys stolzmanni"
"2126","Ichthyomys tweedii"
"2127","Ictidomys mexicanus"
"2128","Ictidomys tridecemlineatus"
"2129","Ictonyx libycus"
"2130","Ictonyx striatus"
"2131","Idionycteris phyllotis"
"2132","Idiurus macrotis"
"2133","Idiurus zenkeri"
"2134","Indri indri"
"2135","Iomys horsfieldii"
"2136","Iomys sipora"
"2137","Irenomys tarsalis"
"2138","Isoodon auratus"
"2139","Isoodon macrourus"
"2140","Isoodon obesulus"
"2141","Isothrix barbarabrownae"
"2142","Isothrix bistriata"
"2143","Isothrix negrensis"
"2144","Isothrix orinoci"
"2145","Isothrix pagurus"
"2146","Isothrix sinnamariensis"
"2147","Isthmomys flavidus"
"2148","Isthmomys pirrensis"
"2149","Jaculus blanfordi"
"2150","Jaculus jaculus"
"2151","Jaculus orientalis"
"2152","Jaculus thaleri"
"2153","Juliomys pictipes"
"2154","Juliomys rimofrons"
"2155","Juscelinomys huanchacae"
"2156","Kadarsanomys sodyi"
"2157","Kannabateomys amblyonyx"
"2158","Kerivoula africana"
"2159","Kerivoula agnella"
"2160","Kerivoula argentata"
"2161","Kerivoula cuprosa"
"2162","Kerivoula eriophora"
"2163","Kerivoula flora"
"2164","Kerivoula hardwickii"
"2165","Kerivoula intermedia"
"2166","Kerivoula kachinensis"
"2167","Kerivoula krauensis"
"2168","Kerivoula lanosa"
"2169","Kerivoula lenis"
"2170","Kerivoula minuta"
"2171","Kerivoula muscina"
"2172","Kerivoula myrella"
"2173","Kerivoula papillosa"
"2174","Kerivoula pellucida"
"2175","Kerivoula phalaena"
"2176","Kerivoula picta"
"2177","Kerivoula smithii"
"2178","Kerivoula titania"
"2179","Kerivoula whiteheadi"
"2180","Kerodon acrobata"
"2181","Kerodon rupestris"
"2182","Kobus ellipsiprymnus"
"2183","Kobus kob"
"2184","Kobus leche"
"2185","Kobus megaceros"
"2186","Kobus vardonii"
"2187","Komodomys rintjanus"
"2188","Kunsia tomentosus"
"2189","Laephotis angolensis"
"2190","Laephotis botswanae"
"2191","Laephotis namibensis"
"2192","Laephotis wintoni"
"2193","Lagidium ahuacaense"
"2194","Lagidium viscacia"
"2195","Lagidium wolffsohni"
"2196","Lagorchestes conspicillatus"
"2197","Lagorchestes hirsutus"
"2198","Lagostomus maximus"
"2199","Lagostrophus fasciatus"
"2200","Lagothrix cana"
"2201","Lagothrix flavicauda"
"2202","Lagothrix lagotricha"
"2203","Lagothrix lugens"
"2204","Lagothrix poeppigii"
"2205","Lagurus lagurus"
"2206","Lama guanicoe"
"2207","Lamottemys okuensis"
"2208","Lampronycteris brachyotis"
"2209","Laonastes aenigmamus"
"2210","Lariscus hosei"
"2211","Lariscus insignis"
"2212","Lariscus niobe"
"2213","Lariscus obscurus"
"2214","Lasionycteris noctivagans"
"2215","Lasiopodomys brandtii"
"2216","Lasiopodomys fuscus"
"2217","Lasiopodomys mandarinus"
"2218","Lasiorhinus krefftii"
"2219","Lasiorhinus latifrons"
"2220","Lasiurus atratus"
"2221","Lasiurus blossevillii"
"2222","Lasiurus borealis"
"2223","Lasiurus castaneus"
"2224","Lasiurus cinereus"
"2225","Lasiurus degelidus"
"2226","Lasiurus ebenus"
"2227","Lasiurus ega"
"2228","Lasiurus egregius"
"2229","Lasiurus insularis"
"2230","Lasiurus intermedius"
"2231","Lasiurus minor"
"2232","Lasiurus pfeifferi"
"2233","Lasiurus salinae"
"2234","Lasiurus seminolus"
"2235","Lasiurus varius"
"2236","Lasiurus xanthinus"
"2237","Latidens salimalii"
"2238","Lavia frons"
"2239","Leggadina forresti"
"2240","Leggadina lakedownensis"
"2241","Leimacomys buettneri"
"2242","Lemmiscus curtatus"
"2243","Lemmus amurensis"
"2244","Lemmus lemmus"
"2245","Lemmus portenkoi"
"2246","Lemmus sibiricus"
"2247","Lemmus trimucronatus"
"2248","Lemniscomys barbarus"
"2249","Lemniscomys bellieri"
"2250","Lemniscomys griselda"
"2251","Lemniscomys hoogstraali"
"2252","Lemniscomys linulus"
"2253","Lemniscomys macculus"
"2254","Lemniscomys mittendorfi"
"2255","Lemniscomys rosalia"
"2256","Lemniscomys roseveari"
"2257","Lemniscomys striatus"
"2258","Lemniscomys zebra"
"2259","Lemur catta"
"2260","Lenomys meyeri"
"2261","Lenothrix canus"
"2262","Lenoxus apicalis"
"2263","Leontopithecus caissara"
"2264","Leontopithecus chrysomelas"
"2265","Leontopithecus chrysopygus"
"2266","Leontopithecus rosalia"
"2267","Leopardus colocolo"
"2268","Leopardus geoffroyi"
"2269","Leopardus guigna"
"2270","Leopardus guttulus"
"2271","Leopardus jacobita"
"2272","Leopardus pardalis"
"2273","Leopardus tigrinus"
"2274","Leopardus wiedii"
"2275","Leopoldamys ciliatus"
"2276","Leopoldamys diwangkarai"
"2277","Leopoldamys edwardsi"
"2278","Leopoldamys milleti"
"2279","Leopoldamys neilli"
"2280","Leopoldamys sabanus"
"2281","Leopoldamys siporanus"
"2282","Lepilemur aeeclis"
"2283","Lepilemur ahmansonorum"
"2284","Lepilemur ankaranensis"
"2285","Lepilemur betsileo"
"2286","Lepilemur dorsalis"
"2287","Lepilemur edwardsi"
"2288","Lepilemur fleuretae"
"2289","Lepilemur grewcockorum"
"2290","Lepilemur hollandorum"
"2291","Lepilemur hubbardorum"
"2292","Lepilemur jamesorum"
"2293","Lepilemur leucopus"
"2294","Lepilemur microdon"
"2295","Lepilemur milanoii"
"2296","Lepilemur mittermeieri"
"2297","Lepilemur mustelinus"
"2298","Lepilemur otto"
"2299","Lepilemur petteri"
"2300","Lepilemur randrianasoloi"
"2301","Lepilemur ruficaudatus"
"2302","Lepilemur sahamalazensis"
"2303","Lepilemur scottorum"
"2304","Lepilemur seali"
"2305","Lepilemur septentrionalis"
"2306","Lepilemur tymerlachsoni"
"2307","Lepilemur wrightae"
"2308","Leporillus apicalis"
"2309","Leporillus conditor"
"2310","Leptailurus serval"
"2311","Leptomys arfakensis"
"2312","Leptomys elegans"
"2313","Leptomys ernstmayri"
"2314","Leptomys paulus"
"2315","Leptomys signatus"
"2316","Leptonycteris curasoae"
"2317","Leptonycteris nivalis"
"2318","Leptonycteris yerbabuenae"
"2319","Lepus alleni"
"2320","Lepus americanus"
"2321","Lepus arcticus"
"2322","Lepus brachyurus"
"2323","Lepus californicus"
"2324","Lepus callotis"
"2325","Lepus capensis"
"2326","Lepus castroviejoi"
"2327","Lepus comus"
"2328","Lepus coreanus"
"2329","Lepus corsicanus"
"2330","Lepus europaeus"
"2331","Lepus fagani"
"2332","Lepus flavigularis"
"2333","Lepus granatensis"
"2334","Lepus habessinicus"
"2335","Lepus hainanus"
"2336","Lepus insularis"
"2337","Lepus mandshuricus"
"2338","Lepus nigricollis"
"2339","Lepus oiostolus"
"2340","Lepus othus"
"2341","Lepus peguensis"
"2342","Lepus saxatilis"
"2343","Lepus sinensis"
"2344","Lepus starcki"
"2345","Lepus tibetanus"
"2346","Lepus timidus"
"2347","Lepus tolai"
"2348","Lepus townsendii"
"2349","Lepus victoriae"
"2350","Lepus yarkandensis"
"2351","Lestodelphys halli"
"2352","Lestoros inca"
"2353","Liberiictis kuhni"
"2354","Lichonycteris degener"
"2355","Lichonycteris obscura"
"2356","Limnogale mergulus"
"2357","Limnomys bryophilus"
"2358","Limnomys sibuanus"
"2359","Lionycteris spurrelli"
"2360","Lissonycteris angolensis"
"2361","Litocranius walleri"
"2362","Lonchophylla bokermanni"
"2363","Lonchophylla cadenai"
"2364","Lonchophylla chocoana"
"2365","Lonchophylla concava"
"2366","Lonchophylla dekeyseri"
"2367","Lonchophylla fornicata"
"2368","Lonchophylla handleyi"
"2369","Lonchophylla hesperia"
"2370","Lonchophylla mordax"
"2371","Lonchophylla orcesi"
"2372","Lonchophylla orienticollina"
"2373","Lonchophylla pattoni"
"2374","Lonchophylla peracchii"
"2375","Lonchophylla robusta"
"2376","Lonchophylla thomasi"
"2377","Lonchorhina aurita"
"2378","Lonchorhina fernandezi"
"2379","Lonchorhina inusitata"
"2380","Lonchorhina marinkellei"
"2381","Lonchorhina orinocensis"
"2382","Lonchothrix emiliae"
"2383","Lontra canadensis"
"2384","Lontra felina"
"2385","Lontra longicaudis"
"2386","Lontra provocax"
"2387","Lophiomys imhausi"
"2388","Lophocebus albigena"
"2389","Lophocebus aterrimus"
"2390","Lophostoma brasiliense"
"2391","Lophostoma carrikeri"
"2392","Lophostoma evotis"
"2393","Lophostoma kalkoae"
"2394","Lophostoma occidentalis"
"2395","Lophostoma schulzi"
"2396","Lophostoma silvicolum"
"2397","Lophuromys brevicaudus"
"2398","Lophuromys chercherensis"
"2399","Lophuromys chrysopus"
"2400","Lophuromys cinereus"
"2401","Lophuromys dieterleni"
"2402","Lophuromys eisentrauti"
"2403","Lophuromys flavopunctatus"
"2404","Lophuromys huttereri"
"2405","Lophuromys luteogaster"
"2406","Lophuromys machangui"
"2407","Lophuromys makundii"
"2408","Lophuromys medicaudatus"
"2409","Lophuromys melanonyx"
"2410","Lophuromys menageshae"
"2411","Lophuromys nudicaudus"
"2412","Lophuromys pseudosikapusi"
"2413","Lophuromys rahmi"
"2414","Lophuromys roseveari"
"2415","Lophuromys sabunii"
"2416","Lophuromys sikapusi"
"2417","Lophuromys simensis"
"2418","Lophuromys stanleyi"
"2419","Lophuromys woosnami"
"2420","Lorentzimys nouhuysi"
"2421","Loris lydekkerianus"
"2422","Loris tardigradus"
"2423","Loxodonta africana"
"2424","Loxodontomys micropus"
"2425","Loxodontomys pikumche"
"2426","Lundomys molitor"
"2427","Lutra lutra"
"2428","Lutra sumatrana"
"2429","Lutreolina crassicaudata"
"2430","Lutreolina massoia"
"2431","Lutrogale perspicillata"
"2432","Lycalopex culpaeus"
"2433","Lycalopex fulvipes"
"2434","Lycalopex griseus"
"2435","Lycalopex gymnocercus"
"2436","Lycalopex sechurae"
"2437","Lycalopex vetulus"
"2438","Lycaon pictus"
"2439","Lyncodon patagonicus"
"2440","Lynx canadensis"
"2441","Lynx lynx"
"2442","Lynx pardinus"
"2443","Lynx rufus"
"2444","Macaca arctoides"
"2445","Macaca assamensis"
"2446","Macaca cyclopis"
"2447","Macaca fascicularis"
"2448","Macaca fuscata"
"2449","Macaca hecki"
"2450","Macaca leonina"
"2451","Macaca maura"
"2452","Macaca mulatta"
"2453","Macaca munzala"
"2454","Macaca nemestrina"
"2455","Macaca nigra"
"2456","Macaca nigrescens"
"2457","Macaca ochreata"
"2458","Macaca pagensis"
"2459","Macaca radiata"
"2460","Macaca siberu"
"2461","Macaca silenus"
"2462","Macaca sinica"
"2463","Macaca sylvanus"
"2464","Macaca thibetana"
"2465","Macaca tonkeana"
"2466","Macroderma gigas"
"2467","Macrogalidia musschenbroekii"
"2468","Macroglossus minimus"
"2469","Macroglossus sobrinus"
"2470","Macrophyllum macrophyllum"
"2471","Macropus agilis"
"2472","Macropus antilopinus"
"2473","Macropus bernardus"
"2474","Macropus dorsalis"
"2475","Macropus eugenii"
"2476","Macropus fuliginosus"
"2477","Macropus giganteus"
"2478","Macropus irma"
"2479","Macropus parma"
"2480","Macropus parryi"
"2481","Macropus robustus"
"2482","Macropus rufogriseus"
"2483","Macropus rufus"
"2484","Macroscelides flavicaudatus"
"2485","Macroscelides micus"
"2486","Macroscelides proboscideus"
"2487","Macrotarsomys bastardi"
"2488","Macrotarsomys ingens"
"2489","Macrotarsomys petteri"
"2490","Macrotis lagotis"
"2491","Macrotus californicus"
"2492","Macrotus waterhousii"
"2493","Macruromys elegans"
"2494","Macruromys major"
"2495","Madoqua guentheri"
"2496","Madoqua kirkii"
"2497","Madoqua piacentinii"
"2498","Madoqua saltiana"
"2499","Madromys blanfordi"
"2500","Makalata didelphoides"
"2501","Makalata macrura"
"2502","Malacomys cansdalei"
"2503","Malacomys edwardsi"
"2504","Malacomys longipes"
"2505","Malacothrix typica"
"2506","Mallomys aroaensis"
"2507","Mallomys gunung"
"2508","Mallomys istapantap"
"2509","Mallomys rothschildi"
"2510","Mammelomys lanosus"
"2511","Mammelomys rattoides"
"2512","Mandrillus leucophaeus"
"2513","Mandrillus sphinx"
"2514","Manis crassicaudata"
"2515","Manis culionensis"
"2516","Manis javanica"
"2517","Manis pentadactyla"
"2518","Margaretamys beccarii"
"2519","Margaretamys christinae"
"2520","Margaretamys elegans"
"2521","Margaretamys parvus"
"2522","Marmosa alstoni"
"2523","Marmosa andersoni"
"2524","Marmosa constantiae"
"2525","Marmosa demerarae"
"2526","Marmosa lepida"
"2527","Marmosa mexicana"
"2528","Marmosa murina"
"2529","Marmosa paraguayana"
"2530","Marmosa phaea"
"2531","Marmosa quichua"
"2532","Marmosa regina"
"2533","Marmosa robinsoni"
"2534","Marmosa rubra"
"2535","Marmosa tyleriana"
"2536","Marmosa xerophila"
"2537","Marmosops bishopi"
"2538","Marmosops caucae"
"2539","Marmosops cracens"
"2540","Marmosops creightoni"
"2541","Marmosops fuscatus"
"2542","Marmosops handleyi"
"2543","Marmosops impavidus"
"2544","Marmosops incanus"
"2545","Marmosops invictus"
"2546","Marmosops juninensis"
"2547","Marmosops neblina"
"2548","Marmosops noctivagus"
"2549","Marmosops ocellatus"
"2550","Marmosops pakaraimae"
"2551","Marmosops parvidens"
"2552","Marmosops paulensis"
"2553","Marmosops pinheiroi"
"2554","Marmota baibacina"
"2555","Marmota bobak"
"2556","Marmota broweri"
"2557","Marmota caligata"
"2558","Marmota camtschatica"
"2559","Marmota caudata"
"2560","Marmota flaviventris"
"2561","Marmota himalayana"
"2562","Marmota marmota"
"2563","Marmota menzbieri"
"2564","Marmota monax"
"2565","Marmota olympus"
"2566","Marmota sibirica"
"2567","Marmota vancouverensis"
"2568","Martes americana"
"2569","Martes flavigula"
"2570","Martes foina"
"2571","Martes gwatkinsii"
"2572","Martes martes"
"2573","Martes melampus"
"2574","Martes pennanti"
"2575","Martes zibellina"
"2576","Massoutiera mzabi"
"2577","Mastacomys fuscus"
"2578","Mastomys awashensis"
"2579","Mastomys coucha"
"2580","Mastomys erythroleucus"
"2581","Mastomys huberti"
"2582","Mastomys kollmannspergeri"
"2583","Mastomys natalensis"
"2584","Mastomys pernanus"
"2585","Mastomys shortridgei"
"2586","Maxomys alticola"
"2587","Maxomys baeodon"
"2588","Maxomys bartelsii"
"2589","Maxomys dollmani"
"2590","Maxomys hellwaldii"
"2591","Maxomys hylomyoides"
"2592","Maxomys inas"
"2593","Maxomys inflatus"
"2594","Maxomys moi"
"2595","Maxomys musschenbroekii"
"2596","Maxomys ochraceiventer"
"2597","Maxomys pagensis"
"2598","Maxomys panglima"
"2599","Maxomys rajah"
"2600","Maxomys surifer"
"2601","Maxomys tajuddinii"
"2602","Maxomys wattsi"
"2603","Maxomys whiteheadi"
"2604","Mazama americana"
"2605","Mazama bororo"
"2606","Mazama bricenii"
"2607","Mazama chunyi"
"2608","Mazama gouazoubira"
"2609","Mazama nana"
"2610","Mazama nemorivaga"
"2611","Mazama pandora"
"2612","Mazama rufina"
"2613","Mazama temama"
"2614","Megadendromus nikolausi"
"2615","Megaderma lyra"
"2616","Megaderma spasma"
"2617","Megadontomys cryophilus"
"2618","Megadontomys nelsoni"
"2619","Megadontomys thomasi"
"2620","Megaerops ecaudatus"
"2621","Megaerops kusnotoi"
"2622","Megaerops niphanae"
"2623","Megaerops wetmorei"
"2624","Megaloglossus azagnyi"
"2625","Megaloglossus woermanni"
"2626","Megasorex gigas"
"2627","Melanomys caliginosus"
"2628","Melanomys robustulus"
"2629","Melanomys zunigae"
"2630","Melasmothrix naso"
"2631","Meles anakuma"
"2632","Meles leucurus"
"2633","Meles meles"
"2634","Mellivora capensis"
"2635","Melogale cucphuongensis"
"2636","Melogale everetti"
"2637","Melogale moschata"
"2638","Melogale orientalis"
"2639","Melogale personata"
"2640","Melomys aerosus"
"2641","Melomys arcium"
"2642","Melomys bannisteri"
"2643","Melomys bougainville"
"2644","Melomys burtoni"
"2645","Melomys capensis"
"2646","Melomys caurinus"
"2647","Melomys cervinipes"
"2648","Melomys cooperae"
"2649","Melomys dollmani"
"2650","Melomys fraterculus"
"2651","Melomys frigicola"
"2652","Melomys fulgens"
"2653","Melomys howi"
"2654","Melomys leucogaster"
"2655","Melomys lutillus"
"2656","Melomys matambuai"
"2657","Melomys obiensis"
"2658","Melomys paveli"
"2659","Melomys rubicola"
"2660","Melomys rufescens"
"2661","Melomys talaudium"
"2662","Melonycteris fardoulisi"
"2663","Melonycteris melanops"
"2664","Melonycteris woodfordi"
"2665","Melursus ursinus"
"2666","Menetes berdmorei"
"2667","Mephitis macroura"
"2668","Mephitis mephitis"
"2669","Meriones arimalius"
"2670","Meriones chengi"
"2671","Meriones crassus"
"2672","Meriones dahli"
"2673","Meriones grandis"
"2674","Meriones hurrianae"
"2675","Meriones libycus"
"2676","Meriones meridianus"
"2677","Meriones persicus"
"2678","Meriones rex"
"2679","Meriones sacramenti"
"2680","Meriones shawi"
"2681","Meriones tamariscinus"
"2682","Meriones tristrami"
"2683","Meriones unguiculatus"
"2684","Meriones vinogradovi"
"2685","Meriones zarudnyi"
"2686","Mesechinus dauuricus"
"2687","Mesechinus hughi"
"2688","Mesembriomys gouldii"
"2689","Mesembriomys macrurus"
"2690","Mesocapromys angelcabrerai"
"2691","Mesocapromys auritus"
"2692","Mesocapromys nanus"
"2693","Mesocapromys sanfelipensis"
"2694","Mesocricetus auratus"
"2695","Mesocricetus brandti"
"2696","Mesocricetus newtoni"
"2697","Mesocricetus raddei"
"2698","Mesomys hispidus"
"2699","Mesomys leniceps"
"2700","Mesomys occultus"
"2701","Mesomys stimulax"
"2702","Mesophylla macconnelli"
"2703","Metachirus nudicaudatus"
"2704","Micaelamys granti"
"2705","Micaelamys namaquensis"
"2706","Mico acariensis"
"2707","Mico argentatus"
"2708","Mico chrysoleucos"
"2709","Mico emiliae"
"2710","Mico humeralifer"
"2711","Mico intermedius"
"2712","Mico leucippe"
"2713","Mico marcai"
"2714","Mico mauesi"
"2715","Mico melanurus"
"2716","Mico nigriceps"
"2717","Mico rondoni"
"2718","Mico saterei"
"2719","Microakodontomys transitorius"
"2720","Microcavia australis"
"2721","Microcavia niata"
"2722","Microcavia shiptoni"
"2723","Microcebus arnholdi"
"2724","Microcebus berthae"
"2725","Microcebus bongolavensis"
"2726","Microcebus danfossi"
"2727","Microcebus gerpi"
"2728","Microcebus griseorufus"
"2729","Microcebus jollyae"
"2730","Microcebus lehilahytsara"
"2731","Microcebus macarthurii"
"2732","Microcebus mamiratra"
"2733","Microcebus margotmarshae"
"2734","Microcebus marohita"
"2735","Microcebus mittermeieri"
"2736","Microcebus murinus"
"2737","Microcebus myoxinus"
"2738","Microcebus ravelobensis"
"2739","Microcebus rufus"
"2740","Microcebus sambiranensis"
"2741","Microcebus simmonsi"
"2742","Microcebus tavaratra"
"2743","Microdillus peeli"
"2744","Microdipodops megacephalus"
"2745","Microdipodops pallidus"
"2746","Microgale brevicaudata"
"2747","Microgale cowani"
"2748","Microgale dobsoni"
"2749","Microgale drouhardi"
"2750","Microgale dryas"
"2751","Microgale fotsifotsy"
"2752","Microgale gracilis"
"2753","Microgale grandidieri"
"2754","Microgale gymnorhyncha"
"2755","Microgale jenkinsae"
"2756","Microgale jobihely"
"2757","Microgale longicaudata"
"2758","Microgale majori"
"2759","Microgale monticola"
"2760","Microgale nasoloi"
"2761","Microgale parvula"
"2762","Microgale principula"
"2763","Microgale pusilla"
"2764","Microgale soricoides"
"2765","Microgale taiva"
"2766","Microgale talazaci"
"2767","Microgale thomasi"
